ID_Cliente,Meses_Suscrito,Pago_Mensual_USD,Llamadas_Soporte,Dias_Retraso_Pago,Horas_Uso_Mensual,Churn
1730,28,67.95,0,0,98.1,0
1731,14,57.73,1,3,116.3,1
1732,31,13.78,1,0,60.0,0
1733,52,97.16,0,0,88.7,0
1734,19,81.88,1,0,47.6,0
1735,58,36.35,1,2,26.2,0
1736,47,98.2,1,1,56.0,0
1737,16,64.17,2,0,24.1,1
1738,53,62.42,1,0,117.9,0
1739,5,77.33,3,0,16.1,1
1740,35,83.06,1,0,72.8,0
1741,12,69.08,0,1,77.0,0
1742,25,21.53,2,0,66.9,0
1743,52,40.44,3,0,81.2,0
1744,59,93.53,2,1,18.4,1
1745,21,30.22,1,1,68.8,0
1746,36,43.5,1,0,38.0,0
1747,53,48.89,2,0,113.1,0
1748,23,49.55,2,0,92.6,0
1749,16,65.16,2,2,116.8,0
1750,57,94.88,2,1,9.3,1
1751,39,31.66,2,0,37.8,0
1752,45,20.94,6,0,27.5,1
1753,53,27.77,0,2,6.3,0
1754,42,89.82,2,0,32.9,0
1755,58,68.12,2,0,83.1,0
1756,39,35.73,0,1,31.6,0
1757,14,83.44,2,0,63.5,0
1758,31,87.52,1,0,107.1,0
1759,58,86.19,1,2,84.8,0
1760,5,92.7,4,1,50.4,1
1761,35,32.7,3,0,47.8,0
1762,23,77.95,1,0,57.4,0
1763,29,51.45,0,0,25.4,0
1764,43,85.78,0,0,77.9,0
1765,11,75.56,0,0,46.9,0
1766,18,79.88,2,1,103.0,0
1767,47,69.05,2,0,92.0,0
1768,12,25.97,5,0,75.2,1
1769,9,59.05,1,0,46.9,0
1770,10,98.62,0,3,29.1,1
1771,58,94.36,1,0,94.3,0
1772,44,13.89,2,0,60.9,0
1773,17,24.83,1,0,30.8,0
1774,38,21.86,3,0,27.4,0
1775,7,75.34,2,0,24.0,1
1776,46,83.6,1,0,94.4,0
1777,13,29.22,3,0,31.3,1
1778,40,55.53,0,0,65.6,0
1779,42,85.66,0,0,56.9,0
1780,9,75.95,1,0,71.7,0
1781,50,58.8,4,0,105.9,0
1782,27,63.13,2,0,104.8,0
1783,58,55.75,0,0,56.9,0
1784,2,36.78,1,0,6.8,1
1785,5,60.85,1,0,54.0,0
1786,29,72.0,2,0,74.7,0
1787,37,88.6,3,0,69.1,0
1788,38,67.27,3,0,79.9,0
1789,19,78.5,3,3,22.7,1
1790,8,24.41,1,2,79.4,1
1791,48,51.54,1,0,26.0,0
1792,45,10.84,1,0,91.3,0
1793,1,32.2,0,0,44.0,0
1794,22,75.38,2,0,86.6,0
1795,52,99.26,1,0,10.5,0
1796,17,18.93,3,0,51.9,0
1797,7,46.13,2,0,86.1,0
1798,25,82.01,1,2,31.1,1
1799,45,28.36,1,0,96.5,0
1800,4,59.96,2,1,77.5,1
1801,36,75.98,0,1,72.6,0
1802,6,65.44,3,0,45.7,1
1803,31,26.92,1,0,60.5,0
1804,19,41.98,0,0,73.7,0
1805,44,80.54,0,0,59.3,0
1806,54,59.88,1,0,85.3,0
1807,39,10.47,0,0,54.9,0
1808,27,78.49,2,0,28.3,1
1809,10,13.18,1,2,29.6,1
1810,26,77.12,0,0,5.7,0
1811,19,28.22,0,3,39.6,1
1812,39,96.23,1,0,91.1,0
1813,3,43.11,0,1,96.3,0
1814,45,39.42,2,0,28.3,0
1815,13,23.4,1,0,115.3,0
1816,50,37.5,2,2,62.8,0
1817,28,88.9,1,0,110.5,0
1818,58,99.67,0,0,86.3,0
1819,20,43.15,1,0,88.1,0
1820,28,50.37,6,0,14.8,1
1821,8,74.99,2,0,30.3,1
1822,41,89.76,1,1,6.0,1
1823,39,63.37,2,0,87.4,0
1824,1,45.24,3,0,44.6,1
1825,3,47.14,1,2,95.5,1
1826,13,72.61,3,0,44.0,1
1827,28,10.29,0,0,99.2,0
1828,57,65.76,2,1,20.0,0
1829,49,41.99,0,0,24.9,0
1830,25,81.48,3,0,44.2,1
1831,56,18.37,2,0,52.0,0
1832,33,62.94,4,0,45.1,1
1833,38,53.29,1,0,92.8,0
1834,53,67.81,3,0,16.1,0
1835,6,15.84,0,1,45.4,0
1836,58,62.2,2,0,101.3,0
1837,44,60.53,1,0,12.7,0
1838,45,60.46,1,3,113.4,0
1839,32,64.31,0,0,118.4,0
1840,45,70.88,1,1,15.2,1
1841,47,82.45,0,0,38.5,0
1842,21,34.28,0,1,47.8,0
1843,16,84.25,2,0,94.3,0
1844,54,54.84,0,0,73.5,0
1845,21,16.94,0,0,79.1,0
1846,11,15.27,3,0,92.1,0
1847,37,40.08,2,1,18.6,1
1848,36,80.64,1,0,100.8,0
1849,35,73.69,4,0,86.1,0
1850,19,80.98,2,1,71.4,1
1851,20,56.55,3,0,107.3,0
1852,57,49.62,2,0,85.5,0
1853,18,23.27,1,0,28.2,0
1854,47,39.54,2,0,54.4,0
1855,41,49.06,3,0,61.8,0
1856,49,17.97,2,3,11.4,1
1857,14,29.86,1,0,114.8,0
1858,15,63.84,2,0,19.8,1
1859,31,76.21,2,2,85.2,1
1860,1,99.85,1,0,63.2,1
1861,53,93.98,1,0,7.9,0
1862,54,67.83,0,0,111.3,0
1863,54,47.91,1,0,103.0,0
1864,3,67.26,0,0,65.3,0
1865,16,80.71,2,0,31.3,1
1866,23,20.65,2,0,19.0,0
1867,57,46.89,2,1,46.8,0
1868,11,85.58,0,0,34.4,0
1869,12,44.54,2,2,63.3,1
1870,10,61.47,2,0,116.1,0
1871,32,62.9,3,0,71.1,0
1872,16,26.6,3,0,107.3,0
1873,8,42.6,3,2,79.9,1
1874,38,40.11,2,0,59.7,0
1875,12,12.36,2,0,103.3,0
1876,24,12.18,0,2,59.2,0
1877,28,84.85,2,0,104.9,0
1878,53,34.58,2,2,38.5,0
1879,8,56.63,2,0,19.8,1
1880,58,36.89,0,1,103.4,0
1881,28,94.66,0,2,72.6,0
1882,36,33.34,2,0,107.2,0
1883,26,48.67,1,0,112.9,0
1884,8,88.55,2,0,11.2,1
1885,58,85.77,2,2,62.6,0
1886,50,26.75,4,0,48.1,0
1887,28,82.24,0,0,77.0,0
1888,28,51.24,1,0,96.3,0
1889,37,53.47,0,0,37.3,0
1890,41,22.01,0,0,69.0,0
1891,36,17.25,0,0,86.5,0
1892,27,75.51,1,0,20.5,0
1893,54,54.68,2,0,98.6,0
1894,17,49.32,0,0,74.7,0
1895,9,75.66,1,0,114.2,0
1896,33,78.9,3,1,44.0,1
1897,53,24.3,1,2,17.4,0
1898,20,64.92,3,0,63.2,0
1899,13,22.18,3,0,14.9,1
1900,28,77.62,2,0,116.5,0
1901,48,69.13,1,0,9.4,0
1902,29,96.1,1,0,91.7,0
1903,13,16.21,1,0,65.4,0
1904,46,15.13,1,0,47.4,0
1905,35,35.4,0,2,12.6,1
1906,6,33.55,2,0,76.5,0
1907,18,32.23,1,0,72.3,0
1908,51,91.56,3,0,37.3,0
1909,5,32.46,2,2,109.7,0
1910,47,34.48,2,0,40.0,0
1911,25,78.35,0,0,56.7,0
1912,2,50.48,2,0,67.5,0
1913,10,79.9,1,0,16.5,1
1914,56,15.88,3,0,112.2,0
1915,30,53.88,2,0,48.1,0
1916,50,13.03,0,0,14.3,0
1917,59,15.64,4,0,49.5,0
1918,45,91.58,2,0,74.0,0
1919,5,22.53,3,1,64.1,1
1920,55,57.92,0,0,84.9,0
1921,56,47.0,1,1,11.4,0
1922,33,41.26,2,0,37.7,0
1923,54,90.99,2,0,99.2,0
1924,1,11.96,1,0,14.2,1
1925,18,69.74,1,0,103.4,0
1926,32,96.71,1,1,15.6,1
1927,47,60.42,2,3,101.0,0
1928,49,94.31,3,0,46.5,0
1929,11,14.7,3,0,75.4,0
1930,21,47.69,1,0,22.6,0
1931,26,33.41,1,0,12.6,0
1932,25,75.77,1,0,29.8,0
1933,22,98.32,3,0,19.7,1
1934,59,33.09,3,2,40.9,1
1935,27,68.88,2,0,64.2,0
1936,49,27.83,1,2,72.7,0
1937,13,60.88,0,1,95.8,0
1938,33,51.75,1,1,80.5,0
1939,34,97.48,1,0,75.0,0
1940,41,64.77,1,0,52.4,0
1941,35,41.46,2,0,59.5,0
1942,1,20.27,3,0,52.7,1
1943,21,23.61,3,0,101.8,0
1944,48,30.28,1,3,31.5,1
1945,55,32.59,2,1,5.7,0
1946,6,86.56,1,1,79.9,1
1947,28,60.51,2,2,28.3,1
1948,17,57.11,0,0,107.4,0
1949,5,20.33,1,0,103.8,0
1950,31,87.41,0,0,13.8,0
1951,5,75.05,1,0,17.2,1
1952,38,16.09,1,1,61.9,0
1953,3,73.71,1,0,75.1,0
1954,53,58.92,0,0,36.6,0
1955,23,17.36,2,0,87.4,0
1956,37,51.25,1,0,73.4,0
1957,53,53.62,3,0,42.4,0
1958,37,24.92,0,1,7.9,0
1959,10,95.11,1,0,91.3,0
1960,10,86.5,4,0,29.7,1
1961,19,70.21,1,0,101.0,0
1962,17,51.61,0,0,53.3,0
1963,21,47.06,1,0,71.4,0
1964,14,68.59,1,3,105.4,1
1965,9,59.09,2,0,104.3,0
1966,46,15.6,2,0,47.7,0
1967,1,56.13,3,0,29.0,1
1968,51,82.58,3,0,94.1,0
1969,45,51.33,2,0,54.8,0
1970,13,14.68,1,0,27.1,0
1971,4,80.77,3,0,109.0,0
1972,1,28.12,1,2,27.8,1
1973,49,33.28,1,0,8.0,0
1974,40,24.82,1,0,7.3,0
1975,32,39.72,1,0,76.6,0
1976,34,78.11,1,0,81.1,0
1977,28,56.74,0,2,40.8,1
1978,31,28.44,3,2,41.8,1
1979,8,89.0,3,0,44.0,1
1980,39,89.16,3,2,83.2,1
1981,26,88.35,2,1,11.7,1
1982,58,31.49,1,2,111.8,0
1983,34,50.61,1,0,30.6,0
1984,54,98.65,1,0,120.0,0
1985,54,79.48,2,0,24.7,0
1986,3,12.45,0,1,93.7,0
1987,59,15.87,0,0,30.7,0
1988,50,51.75,2,0,14.3,0
1989,12,91.83,0,0,105.6,0
1990,1,58.48,4,0,103.8,1
1991,54,54.8,0,0,51.4,0
1992,44,19.49,0,2,85.8,0
1993,5,69.11,1,0,69.1,0
1994,30,83.99,1,2,103.1,0
1995,30,44.24,4,0,41.2,1
1996,59,79.81,1,0,65.2,0
1997,57,96.8,1,0,60.8,0
1998,17,28.34,2,0,45.7,0
1999,48,57.1,1,0,107.5,0
2000,47,35.84,5,0,24.1,1
2001,23,81.36,3,0,22.2,1
2002,15,61.98,4,1,71.3,1
2003,37,67.11,2,0,80.6,0
2004,21,81.81,1,0,27.4,1
2005,14,45.64,1,0,49.9,0
2006,2,92.36,2,0,113.9,0
2007,11,57.97,1,0,33.4,0
2008,51,24.22,2,0,81.9,0
2009,39,72.63,2,0,90.1,0
2010,38,81.39,1,0,56.5,0
2011,34,38.51,1,0,112.8,0
2012,38,87.15,1,1,89.7,0
2013,50,91.55,3,0,57.7,0
2014,34,34.92,1,0,70.5,0
2015,18,98.52,2,1,84.7,1
2016,30,22.66,3,0,73.1,0
2017,15,28.18,1,0,106.1,0
2018,27,26.58,0,0,46.0,0
2019,51,90.46,3,0,39.5,0
2020,34,68.89,2,0,29.6,0
2021,52,23.69,1,0,9.3,0
2022,57,49.63,2,2,9.9,1
2023,38,65.38,0,1,105.1,0
2024,33,17.51,0,0,83.0,0
2025,24,89.42,0,0,81.0,0
2026,15,82.32,2,0,75.7,0
2027,30,55.47,0,0,102.7,0
2028,55,97.04,2,0,60.2,0
2029,42,47.6,1,0,105.1,0
2030,51,98.57,1,0,46.3,0
2031,17,70.11,3,0,111.6,0
2032,5,67.12,1,3,85.3,1
2033,29,24.94,1,0,34.6,0
2034,4,89.37,0,2,69.9,1
2035,10,48.47,4,2,66.3,1
2036,56,24.6,0,0,20.9,0
2037,17,11.13,4,1,73.0,1
2038,10,60.38,1,0,41.2,0
2039,17,57.47,2,0,11.0,1
2040,20,74.74,1,0,114.1,0
2041,24,90.12,1,0,78.8,0
2042,5,17.15,1,0,105.8,0
2043,34,75.83,1,0,82.7,0
2044,6,26.87,1,0,46.1,0
2045,53,87.24,1,0,64.0,0
2046,2,83.72,0,0,82.7,0
2047,13,58.67,3,0,115.4,0
2048,43,73.92,1,0,34.2,0
2049,43,38.29,0,0,105.6,0
2050,48,52.41,3,0,111.3,0
2051,11,83.95,1,0,82.1,0
2052,51,51.33,2,1,112.1,0
2053,47,42.2,1,0,50.8,0
2054,57,54.48,2,0,114.6,0
2055,23,84.54,1,0,85.8,0
2056,55,40.17,2,2,9.8,1
2057,16,25.64,4,0,109.3,0
2058,31,74.08,0,0,60.7,0
2059,11,84.34,1,0,57.9,0
2060,54,19.06,0,0,70.1,0
2061,16,31.59,0,0,22.2,0
2062,8,22.78,2,0,59.0,0
2063,4,41.31,0,3,100.6,1
2064,40,50.53,1,0,6.8,0
2065,4,77.39,0,0,36.4,0
2066,56,68.6,0,1,5.3,0
2067,25,65.88,3,0,52.8,1
2068,3,41.71,3,1,88.8,1
2069,32,85.73,1,0,96.9,0
2070,3,52.42,3,1,113.7,0
2071,27,98.12,1,0,75.0,0
2072,29,67.07,5,1,34.3,1
2073,32,21.36,1,1,111.3,0
2074,50,70.86,3,0,94.2,0
2075,58,39.26,1,0,71.1,0
2076,51,71.77,2,0,85.0,0
2077,19,16.27,1,3,111.3,0
2078,21,25.74,2,0,86.9,0
2079,5,87.02,0,0,47.4,0
2080,18,30.45,2,0,87.0,0
2081,28,85.33,1,0,9.6,1
2082,42,35.13,1,0,49.4,0
2083,22,67.86,2,3,51.7,1
2084,21,72.47,1,0,24.2,1
2085,6,56.14,2,1,7.7,1
2086,1,37.48,0,0,20.3,0
2087,5,29.14,0,0,80.3,0
2088,41,12.99,2,0,97.3,0
2089,12,37.36,1,0,118.6,0
2090,26,68.78,1,3,44.8,1
2091,46,94.45,4,2,73.9,1
2092,34,88.41,2,0,112.8,0
2093,49,78.95,1,0,24.2,0
2094,14,80.96,1,0,87.5,0
2095,26,69.85,1,2,91.8,0
2096,45,33.43,2,2,15.2,1
2097,27,91.65,1,1,104.0,0
2098,9,70.37,3,0,98.5,0
2099,26,60.44,0,0,8.8,0
2100,57,19.99,0,0,15.5,0
2101,47,50.23,4,0,10.6,1
2102,57,51.43,2,0,43.5,0
2103,22,87.81,2,0,63.6,0
2104,47,59.2,1,0,66.2,0
2105,56,44.24,3,2,35.8,1
2106,30,97.91,3,1,109.8,0
2107,43,19.96,2,0,47.4,0
2108,48,48.03,0,0,10.2,0
2109,17,13.78,0,0,39.5,0
2110,26,76.59,0,1,66.1,0
2111,36,92.63,1,1,51.9,0
2112,1,35.2,0,1,36.5,1
2113,8,87.25,2,1,20.1,1
2114,49,36.3,0,0,99.2,0
2115,35,91.97,4,0,119.6,0
2116,52,77.86,0,0,42.9,0
2117,15,82.44,0,0,48.9,0
2118,47,11.62,0,1,76.1,0
2119,56,96.65,2,0,87.6,0
2120,22,75.4,0,0,50.1,0
2121,14,37.43,2,0,109.1,0
2122,26,84.65,1,3,69.4,1
2123,28,35.34,2,0,56.8,0
2124,23,88.55,1,0,79.4,0
2125,14,20.13,2,0,114.6,0
2126,24,73.33,3,0,96.4,0
2127,2,58.66,0,0,9.6,1
2128,45,18.69,3,1,43.2,0
2129,26,31.77,3,0,59.1,0
2130,14,11.12,2,2,41.2,1
2131,59,52.19,1,0,85.5,0
2132,56,37.11,1,0,100.0,0
2133,51,63.85,3,2,89.1,0
2134,7,36.75,2,0,118.8,0
2135,3,36.99,1,0,36.3,0
2136,47,76.89,2,1,105.6,0
2137,23,14.33,0,0,93.2,0
2138,46,91.26,0,1,46.7,0
2139,43,86.7,3,0,89.4,0
2140,47,70.1,1,0,17.0,0
2141,45,63.39,2,0,95.8,0
2142,18,90.31,1,1,66.2,1
2143,58,26.68,1,0,38.6,0
2144,38,17.11,1,1,80.4,0
2145,35,31.56,4,2,78.8,1
2146,51,81.51,0,0,29.1,0
2147,15,13.12,1,0,8.5,0
2148,25,62.45,3,0,54.9,0
2149,55,99.59,0,0,70.5,0
2150,37,87.01,1,0,105.8,0
2151,28,56.93,1,0,111.7,0
2152,10,15.73,0,3,65.8,1
2153,39,84.82,3,2,91.7,1
2154,57,63.91,0,2,55.5,0
2155,17,20.34,2,2,90.8,0
2156,39,18.45,0,0,28.6,0
2157,22,91.87,2,0,47.7,1
2158,26,70.23,1,2,77.9,0
2159,44,84.64,3,0,7.1,1
2160,25,89.11,3,3,88.1,1
2161,17,61.46,2,0,101.1,0
2162,13,56.57,3,0,50.9,1
2163,20,48.74,2,1,56.5,1
2164,25,38.53,1,3,102.9,0
2165,4,49.11,0,0,94.2,0
2166,10,79.65,2,1,38.1,1
2167,3,64.17,0,0,42.3,0
2168,41,90.33,1,0,83.1,0
2169,45,49.9,0,1,69.8,0
2170,18,64.64,0,0,23.7,0
2171,47,66.82,4,0,40.6,1
2172,36,63.25,2,0,108.5,0
2173,47,73.24,0,0,84.1,0
2174,22,31.37,3,0,118.4,0
2175,34,56.11,0,0,93.2,0
2176,47,19.38,1,0,113.3,0
2177,8,44.61,2,3,29.9,1
2178,40,53.89,2,0,93.7,0
2179,49,68.7,1,1,7.3,1
2180,44,95.55,4,0,82.1,0
2181,19,64.06,1,0,59.0,0
2182,42,76.92,2,0,44.9,0
2183,41,55.56,3,0,104.2,0
2184,37,67.07,0,0,103.2,0
2185,6,16.38,2,0,7.6,1
2186,52,32.9,1,0,75.1,0
2187,26,42.57,1,0,47.3,0
2188,34,52.52,1,0,52.8,0
2189,59,14.11,1,0,100.7,0
2190,56,22.6,2,0,40.6,0
2191,59,34.91,2,2,113.5,0
2192,45,97.44,1,0,25.7,0
2193,6,39.82,2,0,81.2,0
2194,37,53.38,3,0,82.3,0
2195,57,27.65,2,2,34.0,0
2196,33,64.97,2,0,42.3,0
2197,53,35.26,3,1,101.0,0
2198,22,28.63,1,0,92.6,0
2199,21,56.49,1,3,42.8,1
2200,6,10.5,2,1,66.4,0
2201,6,10.69,0,2,12.1,1
2202,55,29.72,2,0,29.0,0
2203,48,13.3,0,0,60.9,0
2204,4,19.72,1,0,14.9,1
2205,30,40.5,0,0,102.0,0
2206,11,82.23,1,2,87.6,1
2207,30,61.48,1,0,113.5,0
2208,31,56.14,2,0,84.7,0
2209,24,36.41,1,0,113.1,0
2210,55,93.86,2,0,68.8,0
2211,9,45.73,1,0,74.0,0
2212,55,17.84,2,1,117.4,0
2213,3,65.54,1,0,78.8,0
2214,51,20.25,1,0,8.5,0
2215,31,41.07,1,0,88.2,0
2216,40,55.67,2,0,109.1,0
2217,37,88.68,2,0,96.5,0
2218,36,54.42,0,0,72.1,0
2219,24,73.2,1,1,82.2,0
2220,31,99.35,0,1,118.9,0
2221,6,21.83,4,1,15.4,1
2222,2,34.73,1,0,81.7,0
2223,20,45.51,2,3,37.6,1
2224,28,47.96,1,1,78.6,0
2225,11,46.99,0,2,74.9,0
2226,4,91.68,0,0,22.6,1
2227,15,74.26,4,2,28.8,1
2228,6,64.71,0,1,76.5,0
2229,54,37.84,1,1,19.7,0
2230,49,84.14,2,0,35.5,0
2231,30,95.96,0,1,101.1,0
2232,56,83.91,0,3,42.6,1
2233,38,10.14,3,0,61.1,0
2234,51,67.28,1,0,113.2,0
2235,57,14.6,0,2,31.1,0
2236,2,33.18,2,0,49.8,1
2237,15,15.36,2,0,74.7,0
2238,11,64.34,3,0,91.9,0
2239,8,71.79,0,2,108.7,0
2240,26,20.3,0,0,110.3,0
2241,51,44.55,0,0,94.3,0
2242,45,51.06,2,0,31.3,0
2243,44,43.21,1,1,7.9,0
2244,5,20.89,1,0,49.1,0
2245,6,47.71,1,2,21.3,1
2246,26,77.61,1,2,86.7,0
2247,54,16.39,1,0,81.0,0
2248,4,17.22,0,0,10.1,0
2249,19,41.93,0,0,101.2,0
2250,20,94.76,1,0,33.6,1
2251,33,70.17,3,0,54.7,0
2252,20,71.08,0,2,81.8,0
2253,49,42.57,0,1,54.4,0
2254,12,63.43,1,0,55.7,0
2255,47,10.91,0,0,12.5,0
2256,1,67.25,0,0,51.2,0
2257,26,92.2,1,0,93.0,0
2258,14,65.13,2,0,110.2,0
2259,38,88.63,0,2,52.6,0
2260,37,75.16,0,2,53.7,0
2261,11,20.85,5,0,85.8,1
2262,36,91.22,1,2,113.4,0
2263,13,15.98,0,0,35.7,0
2264,43,58.06,0,1,55.6,0
2265,3,22.79,3,0,96.5,0
2266,33,11.05,0,0,75.1,0
2267,6,47.98,2,2,17.7,1
2268,50,36.55,1,0,77.2,0
2269,56,53.74,1,1,26.5,0
2270,10,61.95,1,0,63.7,0
2271,5,13.94,2,0,65.8,0
2272,23,21.07,1,0,105.8,0
2273,10,60.28,0,0,58.2,0
2274,44,40.89,2,0,37.1,0
2275,2,75.63,1,0,31.6,1
2276,13,68.71,1,0,105.5,0
2277,40,86.1,3,0,24.7,1
2278,2,72.32,2,1,54.0,1
2279,20,48.69,2,0,26.5,1
2280,1,70.57,4,2,93.9,1
2281,37,34.78,3,0,59.6,0
2282,9,37.57,0,0,45.4,0
2283,17,81.01,2,0,46.5,1
2284,9,50.18,1,0,103.0,0
2285,11,81.85,1,0,68.7,0
2286,15,84.02,1,0,87.6,0
2287,24,87.18,3,0,108.2,0
2288,38,92.5,0,0,108.7,0
2289,55,48.79,1,1,42.8,0
2290,35,38.7,4,0,114.5,0
2291,30,62.4,1,0,7.9,0
2292,31,43.41,2,0,48.3,0
2293,49,64.1,2,1,108.0,0
2294,5,73.5,1,0,36.6,1
2295,44,71.96,1,0,36.4,0
2296,50,43.71,4,0,39.8,0
2297,14,25.02,2,0,75.4,0
2298,53,48.75,2,0,55.4,0
2299,56,22.83,2,1,88.6,0
2300,11,90.11,3,0,107.9,0
2301,9,41.13,2,0,82.5,0
2302,34,23.9,1,0,28.5,0
2303,12,12.29,2,0,112.3,0
2304,35,68.12,1,0,35.4,0
2305,35,67.32,2,0,22.2,0
2306,1,40.65,2,0,15.3,1
2307,40,16.45,2,0,69.8,0
2308,22,46.87,2,0,18.1,1
2309,29,38.01,2,1,21.0,1
2310,8,70.94,1,0,39.5,1
2311,11,64.52,0,0,37.4,0
2312,41,42.81,2,0,74.5,0
2313,37,29.61,0,0,98.9,0
2314,14,98.92,0,0,92.6,0
2315,30,50.86,2,0,35.2,0
2316,35,71.94,1,2,33.2,1
2317,21,22.65,0,1,116.1,0
2318,37,53.7,0,0,5.9,0
2319,5,12.48,1,1,106.2,0
2320,19,55.49,1,1,28.0,1
2321,59,96.76,3,0,113.9,0
2322,14,44.58,2,1,44.4,1
2323,26,13.51,1,0,55.6,0
2324,4,12.79,1,0,86.3,0
2325,25,44.92,4,0,72.6,0
2326,45,24.4,2,0,41.6,0
2327,42,12.1,1,0,68.7,0
2328,25,78.06,1,0,89.0,0
2329,18,51.27,1,2,9.9,1
2330,40,36.03,0,2,6.3,1
2331,8,91.01,3,2,57.7,1
2332,39,20.45,2,1,20.2,1
2333,40,96.03,0,2,81.4,0
2334,14,38.26,5,0,29.6,1
2335,32,89.96,0,0,54.8,0
2336,51,64.26,1,0,27.7,0
2337,38,84.4,3,1,68.1,1
2338,33,98.56,1,0,18.3,1
2339,23,35.96,2,1,7.7,1
2340,15,96.5,2,0,10.9,1
2341,33,45.05,1,0,114.7,0
2342,25,44.7,3,1,21.4,1
2343,17,40.63,1,0,86.5,0
2344,33,58.73,2,0,12.8,1
2345,47,23.87,2,0,17.4,0
2346,55,59.83,2,0,63.5,0
2347,2,58.75,0,1,58.5,0
2348,14,78.57,1,0,114.4,0
2349,53,85.03,4,0,113.7,0
2350,40,49.64,0,0,94.7,0
2351,40,37.21,1,1,74.2,0
2352,51,33.34,0,0,57.3,0
2353,39,27.52,2,0,46.0,0
2354,51,15.19,4,1,113.9,0
2355,6,40.82,3,0,74.3,0
2356,6,34.32,0,2,71.6,0
2357,3,96.98,1,0,31.7,1
2358,7,60.19,0,0,10.4,1
2359,51,41.25,1,0,113.7,0
2360,8,62.24,3,2,41.1,1
2361,42,22.53,0,1,55.9,0
2362,52,49.96,3,0,18.2,0
2363,15,66.36,2,0,101.2,0
2364,47,54.0,2,1,8.2,1
2365,29,46.16,1,0,100.9,0
2366,33,99.45,2,1,21.1,1
2367,52,89.23,1,0,107.0,0
2368,30,66.11,1,1,88.9,0
2369,39,61.24,6,0,23.9,1
2370,27,65.86,2,0,70.1,0
2371,36,28.12,1,0,41.0,0
2372,29,45.56,2,3,25.5,1
2373,38,13.55,0,0,103.8,0
2374,57,52.8,0,0,51.4,0
2375,33,58.87,2,0,50.8,0
2376,37,30.5,2,0,24.5,0
2377,27,96.76,1,1,49.1,1
2378,55,91.85,0,1,105.2,0
2379,33,74.99,1,0,46.8,0
2380,4,58.0,1,3,114.4,1
2381,22,88.3,0,1,113.8,0
2382,2,21.76,1,2,21.7,1
2383,10,81.15,0,0,25.4,1
2384,5,21.23,1,2,104.2,0
2385,59,81.48,0,0,50.2,0
2386,10,34.82,5,0,5.5,1
2387,33,88.94,4,2,36.5,1
2388,54,94.96,3,0,73.7,0
2389,38,23.39,1,0,96.9,0
2390,13,51.64,1,1,20.3,1
2391,31,98.29,0,1,17.7,1
2392,47,53.51,1,0,111.0,0
2393,36,87.72,3,2,91.4,1
2394,45,62.99,2,0,72.8,0
2395,24,43.78,0,0,93.5,0
2396,52,35.72,1,1,54.3,0
2397,56,28.29,3,0,92.2,0
2398,15,78.56,2,0,47.8,1
2399,29,44.79,1,0,33.1,0
2400,8,56.01,2,0,88.8,0
2401,5,54.31,1,0,53.3,0
2402,29,61.96,2,1,117.9,0
2403,47,87.9,2,1,45.2,0
2404,4,98.27,0,0,111.0,0
2405,12,46.68,2,1,112.3,0
2406,45,84.48,1,0,32.8,0
2407,2,78.81,1,0,96.8,0
2408,27,61.62,2,2,54.8,1
2409,31,96.04,1,0,110.5,0
2410,51,28.04,1,0,56.8,0
2411,51,19.83,0,0,90.6,0
2412,36,86.86,1,0,58.7,0
2413,36,49.52,2,2,31.2,1
2414,26,86.23,1,0,27.9,0
2415,43,90.38,3,0,53.9,0
2416,27,15.62,2,0,91.9,0
2417,5,89.51,0,0,74.6,0
2418,20,50.35,0,0,84.2,0
2419,11,55.94,2,0,37.5,1
2420,10,66.39,3,2,60.4,1
2421,40,93.37,0,2,10.1,1
2422,38,11.72,2,0,99.0,0
2423,6,52.92,2,0,118.8,0
2424,8,71.89,2,0,51.8,1
2425,23,75.04,0,2,6.3,1
2426,47,72.33,2,3,24.5,1
2427,26,22.1,2,0,80.0,0
2428,46,36.95,0,1,75.4,0
2429,43,42.28,0,0,95.6,0
2430,12,82.4,1,0,34.2,1
2431,26,35.09,1,0,92.8,0
2432,13,28.96,1,0,84.1,0
2433,40,96.17,1,0,42.1,0
2434,18,10.8,2,0,67.7,0
2435,25,99.8,3,0,21.9,1
2436,33,70.91,1,0,57.0,0
2437,47,84.56,3,0,106.3,0
2438,40,36.52,2,0,53.4,0
2439,43,11.29,3,0,101.6,0
2440,12,76.41,2,0,72.9,0
2441,44,85.07,4,0,27.1,1
2442,36,76.64,2,0,71.8,0
2443,48,22.86,1,0,63.2,0
2444,4,77.81,1,0,50.8,1
2445,5,79.2,0,0,18.8,1
2446,56,69.27,1,0,52.9,0
2447,37,78.95,1,1,13.4,1
2448,8,86.13,3,0,16.4,1
2449,42,65.22,1,0,52.8,0
2450,49,17.97,0,0,40.1,0
2451,28,53.89,2,0,111.4,0
2452,31,16.99,0,0,48.2,0
2453,58,46.68,0,0,92.2,0
2454,9,46.64,2,0,66.0,0
2455,54,15.94,2,2,86.0,0
2456,51,41.39,1,0,34.9,0
2457,29,19.99,1,0,113.3,0
2458,14,82.74,0,0,66.0,0
2459,40,95.29,1,2,100.6,0
2460,41,16.51,1,1,47.0,0
2461,22,95.96,1,0,16.5,1
2462,11,57.03,4,1,82.5,1
